Hyperbolic rotation test
---------------------------------------------
Number of tests             : 2500
Number of CORDIC iterations : 10
Number format               : q3.28
CORDIC iteration logging    : OFF
Test logging                : OFF
---------------------------------------------
---------------------------------------------
Test table
No :     init x,     init y,   init ang |      exp x,      exp y,     exp ang |      error x,      error y,  error ang
1980 :  -7.291208,   7.249688,  15.728466 |  -4.607308,   4.561973,    0.000000 | 1.188858e-03, 1.200695e-03,   0.014943 :       OK
1981 :   7.113370,  -5.025180,   2.121825 |   5.752137,  -3.954023,    0.000000 | 2.787564e-02, 4.066381e-02,   0.406035 :       OK
1982 :   2.285644,  -7.124177,  -5.915206 |   2.518090,  -6.139194,    0.000000 | 3.329643e+00, 1.387220e+01,  25.557718 : Overflow
1983 :   4.825405,   0.840762, -11.586585 |   3.944139,  -0.103279,    0.000000 | 2.805048e-05, 1.042183e-03,   0.015139 :       OK
1984 :   0.194969,  -2.918826, -38.190379 |   1.935666,  -3.096232,    0.000000 | 7.780501e-04, 4.860613e-04,   0.014405 :       OK
1985 :   3.576374,   2.892858,  32.782606 |   4.916384,   4.596329,    0.000000 | 1.651765e-03, 1.766630e-03,   0.020576 :       OK
1986 :  -3.605738,   2.934099, -14.286324 |  -3.698843,   3.264522,    0.000000 | 1.247543e-04, 1.412074e-04,   0.002179 :       OK
1987 :   3.122213,   0.216628,  10.818618 |   2.671220,   0.675068,    0.000000 | 3.828508e-06, 1.673802e-05,   0.000361 :       OK
1988 :   5.094969,  -2.651869, -27.423868 |   5.815202,  -4.559069,    0.000000 | 2.540860e-03, 3.240007e-03,   0.031909 :       OK
1989 :   1.149700,   4.575461,  26.874742 |   2.907727,   4.686063,    0.000000 | 1.759388e-03, 1.092376e-03,   0.021504 :       OK
1990 :  -1.573252,   1.743219, -37.934251 |  -2.631388,   2.704131,    0.000000 | 8.451342e-04, 8.224440e-04,   0.017896 :       OK
1991 :  -3.429421,   1.826629, -57.457805 |  -6.188451,   5.700565,    0.000000 | 5.024493e-03, 5.453975e-03,   0.050467 :       OK
1992 :   2.651301,  -7.174273, -24.446569 |   5.021105,  -7.470652,    0.000000 | 1.217333e+00, 1.497073e+01,   7.026355 : Overflow
1993 :  -5.464745,  -6.951088, -48.093901 |  -0.797603,  -3.652747,    0.000000 | 2.492647e-04, 5.386441e-05,   0.003912 :       OK
1994 :   0.182848,  -3.114787,   1.958535 |   0.063446,  -2.580916,    0.000000 | 2.564280e-02, 5.026413e-04,   0.569325 :       OK
1995 :  -2.282217,   7.023881,  57.447478 |   3.945147,   6.778411,    0.000000 | 6.044655e-03, 3.515593e-03,   0.051112 :       OK
1996 :   6.326652,   1.367120,  40.167306 |   7.455546,   5.414082,    0.000000 | 1.531272e+01, 8.689162e-01,   5.939694 : Overflow
1997 :  -1.899644,  -6.207172,  16.521115 |  -3.148105,  -5.827051,    0.000000 | 5.754033e-04, 3.115426e-04,   0.005653 :       OK
1998 :   4.343020,  -2.850124,  -9.789336 |   4.062527,  -3.018308,    0.000000 | 1.146680e-03, 1.542839e-03,   0.021749 :       OK
1999 :   4.928984,  -1.671060,   6.058317 |   3.965975,  -0.961102,    0.000000 | 8.649117e-04, 3.577825e-03,   0.051696 :       OK
2000 :  -2.580465,   0.364076,   0.088247 |  -2.140759,   0.298806,    0.000000 | 1.078557e-02, 9.090856e-02,   2.439613 :       OK
2001 :   2.074689,  -1.507394,  -9.073909 |   1.942092,  -1.540307,    0.000000 | 1.455397e-03, 1.835574e-03,   0.054181 :       OK
2002 :   4.411794,   0.205154,  32.886386 |   4.383754,   2.417567,    0.000000 | 1.212340e-03, 2.196742e-03,   0.028702 :       OK
2003 :   7.409856,   4.516207,  10.168875 |   6.914253,   4.903629,    0.000000 | 1.324629e+01, 1.268249e+01,  21.304049 : Overflow
2004 :   5.265450,   6.982321, -11.756957 |   3.264246,   5.013359,    0.000000 | 3.792490e-03, 2.470611e-03,   0.043326 :       OK
2005 :   2.110456,  -4.835701,  58.599136 |  -2.107876,  -4.180568,    0.000000 | 2.059111e-03, 1.039095e-03,   0.028212 :       OK
2006 :  -2.546916,  -4.079577,   4.684962 |  -2.397560,  -3.569481,    0.000000 | 1.914679e-03, 1.285462e-03,   0.030745 :       OK
2007 :   6.154623,   3.838502,  -9.560233 |   4.644321,   2.373461,    0.000000 | 7.871664e-04, 1.541751e-03,   0.019027 :       OK
2008 :   7.598992,   0.915097, -44.739592 |   7.672475,  -4.436674,    0.000000 | 3.732994e-03, 6.451031e-03,   0.048158 :       OK
2009 :  -5.270999,   1.185908, -43.716312 |  -6.535689,   4.955163,    0.000000 | 4.126343e-03, 5.444364e-03,   0.047751 :       OK
2010 :   0.304335,  -0.479902,  50.344695 |  -0.040244,  -0.310519,    0.000000 | 4.195825e-05, 5.384151e-06,   0.007743 :       OK
2011 :   6.201391,  -3.887312,  39.095732 |   4.015134,  -0.216018,    0.000000 | 6.299720e-05, 1.155928e-03,   0.016494 :       OK
2012 :  -6.359261,   5.821613,  -3.907285 |  -5.618755,   5.202035,    0.000000 | 1.234869e+01, 1.220079e+01,  27.565639 : Overflow
2013 :   7.246154,  -5.121199,  13.985442 |   5.145144,  -2.894424,    0.000000 | 1.652163e-03, 2.934885e-03,   0.032672 :       OK
2014 :  -4.161981,   4.829482,   2.194715 |  -3.302528,   3.878036,    0.000000 | 2.249252e-02, 1.913637e-02,   0.333145 :       OK
2015 :   4.427154,  -4.510268,  35.772728 |   1.921683,  -2.050447,    0.000000 | 1.897805e-03, 1.778496e-03,   0.053062 :       OK
2016 :  -0.749262,  -3.698256, -33.446496 |   1.164174,  -3.222725,    0.000000 | 1.582212e-03, 5.723344e-04,   0.028124 :       OK
2017 :  -7.383969,  -6.208184,  10.525987 |  -7.182488,  -6.370582,    0.000000 | 1.269443e+01, 1.247041e+01,  20.946936 : Overflow
2018 :   6.408167,   2.983042, -20.146809 |   4.761084,   0.721372,    0.000000 | 3.228617e-04, 2.138923e-03,   0.025742 :       OK
2019 :   1.796020,  -5.904450,  18.270618 |  -0.022226,  -4.667296,    0.000000 | 4.981006e-05, 5.044685e-07,   0.000612 :       OK
2020 :   4.303525,   0.390246,  14.414361 |   3.766917,   1.242009,    0.000000 | 3.017376e-04, 9.170667e-04,   0.013952 :       OK
2021 :   0.359728,   5.514096, -15.664895 |  -0.956880,   4.664941,    0.000000 | 2.718483e-03, 5.561517e-04,   0.033393 :       OK
2022 :  -1.866179,   2.759635, -17.721974 |  -2.342815,   2.886950,    0.000000 | 5.797663e-04, 4.703164e-04,   0.011515 :       OK
2023 :   0.485005,  -6.317029,  35.413885 |  -2.968335,  -6.010411,    0.000000 | 3.746077e-03, 1.848452e-03,   0.035720 :       OK
2024 :  -1.916505,   0.310811,  45.930583 |  -1.899602,  -1.070520,    0.000000 | 4.434097e-04, 7.873832e-04,   0.023757 :       OK
2025 :  -3.836243,   5.478045,  -0.237521 |  -3.202115,   4.558816,    0.000000 | 1.848417e-01, 1.316788e-01,   2.290339 :       OK
2026 :  -6.629171,  -0.766177,  37.943459 |  -7.204183,  -4.695321,    0.000000 | 1.517173e+01, 1.138507e+00,   8.163541 : Overflow
2027 :  -6.416692,  -5.664322, -29.932188 |  -3.499044,  -2.446411,    0.000000 | 5.700464e-04, 8.148465e-04,   0.013335 :       OK
2028 :   2.757055,  -6.033333,  20.576306 |   0.600075,  -4.493306,    0.000000 | 3.518466e-03, 4.678388e-04,   0.044869 :       OK
2029 :   7.534909,  -3.434139,  26.414749 |   5.567864,  -0.172143,    0.000000 | 9.987851e-05, 3.290115e-03,   0.033857 :       OK
2030 :  -6.893015,  -7.992690, -38.785701 |  -2.240613,  -4.036250,    0.000000 | 3.537243e-03, 1.965114e-03,   0.050195 :       OK
2031 :   7.629181,   4.721156, -27.732356 |   5.115619,   1.200278,    0.000000 | 1.087353e-03, 4.622677e-03,   0.051767 :       OK
2032 :  -1.499500,   6.626982,  52.832829 |   4.008564,   6.690204,    0.000000 | 3.943827e-03, 2.361598e-03,   0.033787 :       OK
2033 :  -1.008830,  -4.701954, -41.824318 |   2.037595,  -4.321283,    0.000000 | 3.978105e-03, 1.877733e-03,   0.052730 :       OK
2034 :  -4.605075,  -0.842115, -56.759384 |  -5.043509,   3.365061,    0.000000 | 2.080548e-03, 3.119742e-03,   0.035455 :       OK
2035 :  -1.721809,  -1.718117, -57.500119 |  -0.527344,  -0.518988,    0.000000 | 7.375572e-05, 7.495859e-05,   0.008153 :       OK
2036 :  -1.688220,   2.990350,  47.424238 |   0.387756,   2.084466,    0.000000 | 7.327161e-05, 1.394822e-05,   0.002012 :       OK
2037 :   1.360595,   0.897405,  23.292889 |   1.534721,   1.278765,    0.000000 | 3.169643e-04, 3.802936e-04,   0.014189 :       OK
2038 :  -4.328058,  -2.556566, -22.825551 |  -3.012463,  -0.823102,    0.000000 | 4.858277e-04, 1.781468e-03,   0.033888 :       OK
2039 :   2.806950,   4.666742, -11.042628 |   1.621595,   3.492836,    0.000000 | 3.425575e-05, 1.633252e-05,   0.000558 :       OK
2040 :   6.637214,  -6.336942,  -2.892554 |   5.780033,  -5.543139,    0.000000 | 1.197435e+01, 1.188759e+01,  28.580369 : Overflow
2041 :  -2.979459,   2.393408, -36.859502 |  -4.369389,   4.113819,    0.000000 | 1.904488e-03, 2.022942e-03,   0.026541 :       OK
2042 :   6.705487,  -0.386707,  21.095373 |   5.824671,   1.752328,    0.000000 | 8.111471e-04, 2.700920e-03,   0.026573 :       OK
2043 :   6.264289,  -6.009065,  29.935720 |   3.198422,  -2.841318,    0.000000 | 8.371009e-04, 9.421684e-04,   0.016867 :       OK
2044 :  -5.588730,  -3.214125,   2.899387 |  -4.778383,  -2.905209,    0.000000 | 1.814032e-03, 2.985400e-03,   0.035809 :       OK
2045 :  -3.490383,   7.355509,  19.433662 |  -0.954352,   5.456629,    0.000000 | 4.235586e-03, 7.432286e-04,   0.044470 :       OK
2046 :   4.879521,   3.076711,  40.785183 |   7.093536,   6.359415,    0.000000 | 3.018458e-03, 3.367332e-03,   0.027212 :       OK
2047 :  -6.921331,  -0.565374,   0.064692 |  -5.743727,  -0.475622,    0.000000 | 2.576289e-02, 2.474408e-01,   2.463168 :       OK
2048 :   2.310813,  -4.913977,  21.808683 |   0.468266,  -3.628887,    0.000000 | 2.753353e-03, 3.536969e-04,   0.043475 :       OK
2049 :  -7.240524,   6.020166, -17.118825 |  -7.793060,   7.041968,    0.000000 | 1.354245e+01, 1.340154e+01,  14.354099 : Overflow
2050 :  -6.979637,  -6.737601,  13.314473 |  -7.259563,  -7.100371,    0.000000 | 1.291113e+01, 1.287295e+01,  18.158451 : Overflow
2051 :  -1.005749,  -0.072757,  47.659261 |  -1.196519,  -0.859549,    0.000000 | 1.377522e-04, 1.919042e-04,   0.009197 :       OK
2052 :   0.251870,  -7.065591, -28.374308 |   3.258749,  -6.704426,    0.000000 | 2.606510e-03, 1.265727e-03,   0.022282 :       OK
2053 :  -2.640338,   4.732906,  -2.166984 |  -2.341040,   4.012969,    0.000000 | 2.532259e-02, 1.482531e-02,   0.360876 :       OK
2054 :   4.305278,  -3.977861, -42.600017 |   7.292804,  -7.163634,    0.000000 | 6.314051e-03, 6.428037e-03,   0.050532 :       OK
2055 :  -1.233196,   1.876380,  20.846267 |  -0.512695,   1.280606,    0.000000 | 2.871167e-05, 1.166458e-05,   0.001281 :       OK
2056 :   3.323236,   7.549249,  -4.329503 |   2.291635,   6.073550,    0.000000 | 1.166906e-03, 4.412022e-04,   0.011004 :       OK
2057 :   0.852310,  -2.396821, -18.387518 |   1.393240,  -2.323020,    0.000000 | 2.270442e-04, 1.359312e-04,   0.005606 :       OK
2058 :  -2.029591,  -0.913575,  37.430253 |  -2.587669,  -2.105812,    0.000000 | 1.382337e-03, 1.699047e-03,   0.037637 :       OK
2059 :  -0.380673,   2.198915,  38.348429 |   0.925165,   2.021234,    0.000000 | 1.812245e-03, 8.303950e-04,   0.051357 :       OK
2060 :   1.487181,  -4.743513, -49.669715 |   5.583434,  -6.718974,    0.000000 | 6.088783e-04, 5.056441e-04,   0.005200 :       OK
2061 :   1.766712,  -2.691584, -59.742389 |   5.112114,  -5.382638,    0.000000 | 3.917656e-04, 3.721446e-04,   0.004161 :       OK
2062 :  -4.833762,  -4.740259,  -3.154000 |  -3.800413,  -3.718435,    0.000000 | 2.937927e-03, 3.002768e-03,   0.045297 :       OK
2063 :  -6.318222,   5.876310, -23.518407 |  -7.748824,   7.505585,    0.000000 | 1.449245e+01, 1.447016e+01,   7.954516 : Overflow
2064 :   6.991518,  -6.392229,   2.873305 |   5.542622,  -5.019769,    0.000000 | 8.531600e-04, 9.418250e-04,   0.009727 :       OK
2065 :  -6.775866,   6.365968,  39.148569 |  -3.090054,   2.416486,    0.000000 | 1.794271e-03, 2.295052e-03,   0.042575 :       OK
2066 :  -5.817420,   5.968054,  -9.836723 |  -5.752893,   5.858168,    0.000000 | 1.295145e+01, 1.298140e+01,  21.636201 : Overflow
2067 :   3.257076,  -7.975465,  54.341833 |  -3.248829,  -6.859084,    0.000000 | 3.822976e-03, 1.812441e-03,   0.031926 :       OK
2068 :  -6.004618,   7.346289,  39.570668 |  -1.666037,   3.887046,    0.000000 | 2.972516e-03, 1.275489e-03,   0.043804 :       OK
2069 :  -7.559925,  -1.701849, -10.920702 |  -6.116586,  -0.234975,    0.000000 | 3.774227e-05, 1.009853e-03,   0.009460 :       OK
2070 :  -2.515616,  -2.602259,  59.298790 |  -5.964467,  -5.990007,    0.000000 | 1.358671e-05, 1.353776e-05,   0.000121 :       OK
2071 :   0.936522,  -1.922750, -15.858983 |   1.254339,  -1.874825,    0.000000 | 1.198235e-04, 8.001365e-05,   0.003668 :       OK
2072 :   2.645053,  -7.638029,   2.803291 |   1.887228,  -6.238056,    0.000000 | 5.621045e-03, 1.703755e-03,   0.051619 :       OK
2073 :   1.693283,  -0.047637,  51.187280 |   1.963868,   1.372647,    0.000000 | 1.077475e-03, 1.540900e-03,   0.044937 :       OK
2074 :   2.781584,   2.843824, -51.712199 |   0.882815,   1.010166,    0.000000 | 5.685887e-04, 4.969867e-04,   0.032234 :       OK
2075 :  -4.833566,  -7.469414,  -7.535452 |  -3.228041,  -5.722646,    0.000000 | 2.931157e-03, 1.652278e-03,   0.029356 :       OK
2076 :  -1.217425,   5.061391, -15.263382 |  -2.178359,   4.622064,    0.000000 | 2.614471e-03, 1.233341e-03,   0.032401 :       OK
2077 :   3.307567,   1.404954, -31.159117 |   2.494797,  -0.224749,    0.000000 | 3.596952e-05, 4.041184e-04,   0.009282 :       OK
2078 :  -0.193072,   3.785373, -32.029294 |  -2.034681,   3.739031,    0.000000 | 6.176554e-04, 3.356721e-04,   0.009470 :       OK
2079 :   0.772036,  -0.128832,  42.344037 |   0.737283,   0.380288,    0.000000 | 1.283661e-04, 2.490938e-04,   0.019364 :       OK
2080 :   0.551892,  -3.373366, -46.783010 |   3.167406,  -4.202145,    0.000000 | 2.068061e-03, 1.558316e-03,   0.028210 :       OK
2081 :   3.837285,  -7.213418,  -6.755279 |   3.913611,  -6.403495,    0.000000 | 3.530384e+00, 1.327143e+01,  24.717645 : Overflow
2082 :  -5.911519,   3.851837,  22.721072 |  -3.995094,   1.454200,    0.000000 | 6.705287e-04, 1.844656e-03,   0.026461 :       OK
2083 :   3.835604,   3.342411,   1.343220 |   3.248615,   2.848854,    0.000000 | 5.960167e-02, 6.778215e-02,   1.184640 :       OK
2084 :   5.072000,  -5.766039,  29.276469 |   2.217583,  -3.177558,    0.000000 | 1.618841e-03, 1.130252e-03,   0.029178 :       OK
2085 :  -4.283592,   1.143692,   3.858219 |  -3.498554,   0.711635,    0.000000 | 1.550186e-04, 7.650504e-04,   0.012531 :       OK
2086 :   7.416306,  -2.691340,  10.815274 |   5.839820,  -1.104592,    0.000000 | 5.656395e-05, 3.038436e-04,   0.002983 :       OK
2087 :  -1.243453,  -4.949960,  19.278151 |  -2.498977,  -4.695839,    0.000000 | 7.046880e-05, 3.696457e-05,   0.000865 :       OK
2088 :   6.538849,  -3.438091,  15.533913 |   4.843480,  -1.469235,    0.000000 | 3.680343e-04, 1.210485e-03,   0.014316 :       OK
2089 :  -3.823728,   5.856341,  29.048689 |  -1.018803,   3.819099,    0.000000 | 1.680679e-03, 4.492569e-04,   0.025210 :       OK
2090 :   7.694386,  -0.063038,  18.892611 |   6.717348,   2.088447,    0.000000 | 1.787983e-03, 5.740712e-03,   0.048956 :       OK
2091 :  -4.196379,   2.827705,  26.620579 |  -2.734910,   0.927552,    0.000000 | 8.376446e-04, 2.473892e-03,   0.051838 :       OK
2092 :  -0.923812,  -3.075433,  22.978621 |  -1.880160,  -3.075674,    0.000000 | 3.902789e-04, 2.382640e-04,   0.007276 :       OK
2093 :   5.399151,   6.182481, -52.044166 |   1.131326,   2.743442,    0.000000 | 1.364036e-03, 5.631333e-04,   0.028481 :       OK
2094 :  -6.357495,  -1.876039,   3.325970 |  -5.374639,  -1.865727,    0.000000 | 4.798312e-04, 1.384858e-03,   0.014767 :       OK
2095 :   3.603537,  -1.028247,  -3.056122 |   3.039935,  -1.014003,    0.000000 | 5.543247e-04, 1.659376e-03,   0.031269 :       OK
2096 :   0.097150,  -5.767609,  26.072043 |  -2.164605,  -5.251993,    0.000000 | 3.744779e-03, 1.545214e-03,   0.040843 :       OK
2097 :   0.407730,  -4.415820, -58.218260 |   4.926263,  -6.130229,    0.000000 | 4.121301e-03, 3.311059e-03,   0.038537 :       OK
2098 :  -0.192434,  -2.984542,   7.686491 |  -0.494351,  -2.520323,    0.000000 | 4.299569e-04, 8.391219e-05,   0.009776 :       OK
2099 :   3.738440,  -5.694942,  20.952731 |   1.544951,  -3.885205,    0.000000 | 2.820127e-04, 1.116166e-04,   0.004163 :       OK
2100 :   4.432731,   3.748708, -19.959043 |   2.798004,   1.993883,    0.000000 | 3.591380e-04, 5.036448e-04,   0.010306 :       OK
2101 :   4.060744,  -7.295526, -19.945017 |   5.725904,  -7.620987,    0.000000 | 1.982603e+00, 1.429509e+01,  11.527907 : Overflow
2102 :   5.619445,  -1.329842, -49.563091 |   7.597197,  -6.098551,    0.000000 | 1.556411e+01, 5.270121e-01,   3.743537 : Overflow
2103 :   5.267635,   0.305145, -39.031887 |   5.238923,  -2.899121,    0.000000 | 2.398544e-03, 4.331066e-03,   0.047351 :       OK
2104 :  -2.653515,  -0.196396,  45.951909 |  -3.093925,  -2.179642,    0.000000 | 1.713578e-03, 2.433410e-03,   0.045083 :       OK
2105 :   1.474890,   6.271322,  -3.874542 |   0.874466,   5.132907,    0.000000 | 3.398548e-04, 5.869631e-05,   0.003792 :       OK
2106 :   0.841876,  -5.112569, -38.972085 |   3.979799,  -5.774776,    0.000000 | 4.784381e-04, 3.292195e-04,   0.004753 :       OK
2107 :  -1.513737,   4.558498,  15.939426 |  -0.239074,   3.575918,    0.000000 | 1.735573e-03, 1.150460e-04,   0.027810 :       OK
2108 :   1.391045,   0.336332,  -3.070637 |   1.140957,   0.217593,    0.000000 | 6.340491e-05, 3.335926e-04,   0.016754 :       OK
2109 :   0.830972,  -5.307326, -39.451221 |   4.137230,  -6.002978,    0.000000 | 3.797913e-03, 2.616362e-03,   0.036264 :       OK
2110 :   5.619351,  -0.371364, -26.577726 |   5.321679,  -2.583254,    0.000000 | 7.750269e-04, 1.598337e-03,   0.017214 :       OK
2111 :  -7.333027,  -1.785610,  -1.189669 |  -6.055355,  -1.355634,    0.000000 | 3.001222e-02, 1.410708e-01,   1.338191 :       OK
2112 :  -7.629158,   5.142973, -17.335262 |  -7.933470,   6.409073,    0.000000 | 1.373283e+01, 1.345152e+01,  14.137662 : Overflow
2113 :   7.645420,   3.029588, -57.864156 |   6.870829,  -3.644346,    0.000000 | 1.280167e-03, 2.415604e-03,   0.020150 :       OK
2114 :  -6.532366,   7.675661,   4.024444 |  -4.986080,   6.003797,    0.000000 | 4.380875e-03, 3.639057e-03,   0.041788 :       OK
2115 :   2.025407,  -2.207138,  48.197939 |   0.582321,  -0.932047,    0.000000 | 1.915226e-04, 1.195583e-04,   0.011780 :       OK
2116 :   2.066929,   3.381015,  26.592789 |   3.252552,   3.938068,    0.000000 | 2.217463e-03, 1.831069e-03,   0.032277 :       OK
2117 :   1.480714,  -3.807728,  12.921763 |   0.541420,  -2.960822,    0.000000 | 1.180781e-03, 2.152339e-04,   0.022852 :       OK
2118 :  -3.785276,  -3.091587, -41.429500 |  -1.977605,  -0.791401,    0.000000 | 1.575582e-06, 3.275421e-06,   0.000091 :       OK
2119 :  -1.218415,  -4.445096, -19.551303 |   0.212745,  -3.553566,    0.000000 | 3.113684e-03, 1.844945e-04,   0.050205 :       OK
2120 :  -4.285794,   7.028076,  21.142564 |  -1.600019,   4.891064,    0.000000 | 3.255428e-03, 1.063285e-03,   0.038142 :       OK
2121 :  -6.016383,  -1.170587,   7.972037 |  -5.176272,  -1.677610,    0.000000 | 1.188524e-03, 3.661348e-03,   0.040520 :       OK
2122 :   7.525195,  -3.826334,  20.302983 |   5.491649,  -1.117176,    0.000000 | 3.623847e-04, 1.775929e-03,   0.018526 :       OK
2123 :  -0.719213,  -3.002942,  42.396864 |  -2.784533,  -3.688694,    0.000000 | 2.557977e-03, 1.931617e-03,   0.039715 :       OK
2124 :  -4.772433,   3.344203, -45.429197 |  -7.709599,   7.173290,    0.000000 | 3.758623e-03, 4.039316e-03,   0.030003 :       OK
2125 :   7.853167,  -1.123024,  12.336972 |   6.465854,   0.460436,    0.000000 | 3.899330e-04, 5.429578e-03,   0.048111 :       OK
2126 :   3.384992,  -0.601455, -49.639335 |   4.419094,  -3.447911,    0.000000 | 1.516434e-03, 1.942979e-03,   0.025180 :       OK
2127 :   0.456225,  -4.079944,  57.950309 |  -3.449258,  -4.818239,    0.000000 | 4.717167e-04, 3.380708e-04,   0.005603 :       OK
2128 :  -4.429744,  -0.597294, -45.066465 |  -4.441305,   2.541635,    0.000000 | 2.432804e-03, 4.254340e-03,   0.054904 :       OK
2129 :  -7.410949,   0.530979, -29.206975 |  -7.200352,   3.771370,    0.000000 | 2.656633e-03, 5.068045e-03,   0.040316 :       OK
2130 :   1.349150,   4.712258, -40.337664 |  -1.577359,   4.064974,    0.000000 | 1.946504e-03, 7.543736e-04,   0.027442 :       OK
2131 :   1.735708,   1.496714,  -1.288947 |   1.412681,   1.209857,    0.000000 | 2.583243e-02, 3.026591e-02,   1.238913 :       OK
2132 :   5.181779,   7.342188, -56.709024 |  -0.480457,   4.342870,    0.000000 | 1.129828e-03, 1.258320e-04,   0.014905 :       OK
2133 :   0.234119,   5.949001, -12.789562 |  -0.911943,   5.016140,    0.000000 | 3.777798e-03, 6.889549e-04,   0.043146 :       OK
2134 :   0.243312,   7.219161,   6.533368 |   0.887760,   6.052386,    0.000000 | 2.563985e-03, 3.775635e-04,   0.024270 :       OK
2135 :   5.124896,   3.842756, -34.590444 |   3.007213,   1.061448,    0.000000 | 6.209803e-05, 1.771209e-04,   0.003378 :       OK
2136 :   2.113037,   2.138408,  -8.144913 |   1.518013,   1.542280,    0.000000 | 5.507950e-04, 5.421441e-04,   0.020449 :       OK
2137 :   3.810147,   1.479421,  50.237388 |   5.676458,   4.871706,    0.000000 | 1.048344e-03, 1.221835e-03,   0.012342 :       OK
2138 :  -4.327372,  -4.434534, -38.800548 |  -1.759326,  -1.934354,    0.000000 | 1.581302e-03, 1.438061e-03,   0.046864 :       OK
2139 :   3.424186,  -0.678840,  37.642238 |   3.079622,   1.314622,    0.000000 | 5.913803e-04, 1.386882e-03,   0.025809 :       OK
2140 :  -4.719167,  -5.125857,  32.410282 |  -7.095610,  -7.287284,    0.000000 | 1.394215e+01, 1.398132e+01,  13.696718 : Overflow
2141 :   3.853833,  -2.584309,  -8.737979 |   3.563406,  -2.658982,    0.000000 | 2.503182e-03, 3.355884e-03,   0.053985 :       OK
2142 :  -2.592317,  -4.615851,   3.273003 |  -2.373483,  -3.959345,    0.000000 | 2.640660e-03, 1.583946e-03,   0.038200 :       OK
2143 :  -5.594630,   0.534329, -26.962971 |  -5.382353,   2.759558,    0.000000 | 2.178575e-03, 4.245545e-03,   0.045180 :       OK
2144 :  -0.833649,  -7.432651, -47.254735 |   4.742574,  -7.749276,    0.000000 | 8.611209e-01, 1.543320e+01,   6.051893 : Overflow
2145 :  -6.682906,  -7.794918, -39.715563 |  -2.080551,  -3.926043,    0.000000 | 2.405261e-03, 1.273662e-03,   0.035112 :       OK
2146 :   2.733955,   1.185964,  -2.337000 |   2.230322,   0.892352,    0.000000 | 2.959841e-03, 7.424448e-03,   0.190860 :       OK
2147 :   6.563846,  -4.566343,  25.012448 |   4.266686,  -1.701952,    0.000000 | 5.577900e-04, 1.396417e-03,   0.018747 :       OK
2148 :  -2.332092,   3.793331,  -9.548805 |  -2.489075,   3.515450,    0.000000 | 1.869306e-03, 1.324078e-03,   0.030454 :       OK
2149 :  -0.491766,  -4.093392,  57.003691 |  -4.592276,  -5.697326,    0.000000 | 5.461273e-03, 4.400776e-03,   0.054950 :       OK
2150 :   6.280949,   1.951271, -34.634704 |   5.153934,  -1.421825,    0.000000 | 1.012379e-03, 3.676879e-03,   0.040882 :       OK
2151 :  -6.761377,   0.691854,  -3.380088 |  -5.654119,   0.906261,    0.000000 | 6.832243e-04, 4.247375e-03,   0.043037 :       OK
2152 :  -4.109212,   7.445261,  30.415307 |  -0.465812,   5.172770,    0.000000 | 4.407332e-03, 3.995601e-04,   0.048815 :       OK
2153 :   3.054389,   3.061329,  11.641628 |   3.106668,   3.111368,    0.000000 | 2.165674e-03, 2.162391e-03,   0.039904 :       OK
2154 :   5.894795,  -4.105977,  23.753769 |   3.864492,  -1.617608,    0.000000 | 2.577563e-05, 6.277480e-05,   0.000935 :       OK
2155 :   6.892839,   6.299685, -29.665759 |   3.674376,   2.848350,    0.000000 | 1.454561e-03, 1.876936e-03,   0.029281 :       OK
2156 :  -7.874380,  -6.838258, -30.947234 |  -4.294479,  -2.818940,    0.000000 | 1.044497e-03, 1.590403e-03,   0.021210 :       OK
2157 :   4.375228,  -2.600155,  29.994050 |   2.957639,  -0.471468,    0.000000 | 3.009927e-04, 1.894718e-03,   0.036708 :       OK
2158 :  -5.798134,  -5.649151, -40.598662 |  -2.463865,  -2.212773,    0.000000 | 1.824649e-03, 2.031964e-03,   0.047278 :       OK
2159 :   3.414977,   1.112109,   7.809524 |   2.986219,   1.318827,    0.000000 | 4.804711e-04, 1.089151e-03,   0.020903 :       OK
2160 :   4.889438,  -5.797054,   0.516468 |   4.013969,  -4.773912,    0.000000 | 1.651503e-01, 1.379983e-01,   2.011392 :       OK
2161 :  -6.386198,   3.898129,  -7.040377 |  -5.737667,   3.911833,    0.000000 | 1.340240e+01, 3.179395e+00,  24.432547 : Overflow
2162 :  -7.340010,   0.471987, -25.424751 |  -6.879712,   3.223097,    0.000000 | 9.338150e-04, 1.990916e-03,   0.016575 :       OK
2163 :  -0.879271,  -4.922896,  22.675077 |  -2.446650,  -4.705360,    0.000000 | 3.239003e-03, 1.682824e-03,   0.039452 :       OK
2164 :   2.200641,  -3.892403,  -8.590138 |   2.332667,  -3.541012,    0.000000 | 1.115016e-03, 7.341111e-04,   0.018050 :       OK
2165 :  -3.550737,   3.345163, -10.988280 |  -3.536294,   3.395481,    0.000000 | 3.189827e-03, 3.321930e-03,   0.053790 :       OK
2166 :  -1.782073,   0.975001, -13.357301 |  -1.709421,   1.178989,    0.000000 | 7.401077e-04, 1.072605e-03,   0.035937 :       OK
2167 :  -6.308560,   0.329704,  24.228074 |  -5.590588,  -1.981706,    0.000000 | 6.121755e-04, 1.729861e-03,   0.017733 :       OK
2168 :  -1.630748,   6.954813,  14.430699 |   0.072602,   5.610560,    0.000000 | 2.966109e-03, 3.670737e-05,   0.030290 :       OK
