Vivado Simulator 2020.2
Time resolution is 1 ps
XilinxAXIVIP: Found at Path: tb_top.DUT.design_1_i.axi_vip_0.inst
Test initialized... Waiting for system reset...
System reset completed... Starting test...
Circular rotation test
---------------------------------------------
Number of tests             : 10000
Number of CORDIC iterations : 30
Number format               : q0.31
CORDIC iteration logging    : OFF
Test logging                : OFF
Input constraints           : OFF
---------------------------------------------
---------------------------------------------
Test table
No :     init x,     init y,   init ang |      exp x,      exp y,     exp ang |      error x,      error y,    error ang : overflows (xyz), overflow iteration : Cycle Count
6860 :  -0.977012,   0.766403, 117.065498 |  -0.391802,  -2.006966,    0.000000 | 7.307035e-01, 2.158247e+00, 8.630550e+00 : 010,  1 :  56
6861 :  -0.039478,  -0.758199, -16.653022 |  -0.420095,  -1.177574,    0.000000 | 2.388328e-01, 1.950435e+00, 1.225432e+01 : 010,  2 :  57
6862 :  -0.052567,  -0.752666,  16.581311 |   0.270747,  -1.212622,    0.000000 | 2.379153e-01, 1.982969e+00, 1.218261e+01 : 010,  2 :  57
6863 :   0.507383,   0.422379, -124.764083 |   0.094983,  -1.083006,    0.000000 | 1.584248e-01, 1.998671e+00, 4.832126e+00 : 010,  3 :  58
6864 :  -0.071607,   0.187554,  24.003907 |  -0.233363,   0.234176,    0.000000 | 6.890111e-10, 1.033452e-09, -0.000000e+00 : 000, -1 :  84
6865 :   0.686271,   0.060911, -174.784798 |  -1.116329,  -0.202615,    0.000000 | 2.031847e+00, 1.294038e-01, 6.308520e+00 : 100,  3 :  58
6866 :   0.144090,   0.136552, -89.770993 |   0.225815,  -0.236381,    0.000000 | 1.725838e-09, 2.174909e-09, 1.676381e-07 : 000, -1 :  84
6867 :  -0.635008,   0.651211,  77.719505 |  -1.270268,  -0.793683,    0.000000 | 1.975949e+00, 1.166777e+00, 6.154453e+00 : 100,  1 :  56
6868 :   0.244990,  -0.818397,  23.947645 |   0.915745,  -1.067932,    0.000000 | 1.390621e-01, 9.628316e-01, 5.512696e+00 : 100,  1 :  56
6869 :  -0.907419,  -0.565064, -73.101770 |  -1.324700,   1.159304,    0.000000 | 2.023394e+00, 1.080707e+00, 1.536719e+00 : 100,  1 :  56
6870 :  -0.386349,  -0.767258,  44.893511 |   0.441046,  -1.344123,    0.000000 | 3.630590e-01, 2.000061e+00, 2.645856e+01 : 010,  1 :  56
6871 :   0.367338,  -0.364139, -135.446615 |  -0.851761,   0.002915,    0.000000 | 8.202041e-10, 3.218726e-09, 8.381903e-08 : 000, -1 :  84
6872 :   0.858547,   0.952976, -173.337349 |  -1.222195,  -1.722760,    0.000000 | 1.410862e+00, 1.864023e+00, 1.177230e+01 : 010,  1 :  56
6873 :  -0.437442,   0.292867,   0.849960 |  -0.727437,   0.471543,    0.000000 | 4.909083e-10, 7.349328e-09, 8.381903e-08 : 000, -1 :  84
6874 :   0.121215,   0.162093, -77.823403 |   0.303026,  -0.138819,    0.000000 | 1.686163e-09, 6.195398e-10, 8.381903e-08 : 000, -1 :  84
6875 :  -0.151930,   0.321796,  20.733843 |  -0.421595,   0.407026,    0.000000 | 1.723460e-09, 2.058746e-09, 8.381903e-08 : 000, -1 :  84
6876 :  -0.093068,  -0.131376,  -9.397968 |  -0.186531,  -0.188416,    0.000000 | 3.179185e-09, 1.591274e-09, -0.000000e+00 : 000, -1 :  84
6877 :  -0.181218,  -0.589117,  52.077798 |   0.581878,  -0.831645,    0.000000 | 3.178972e-09, 3.388028e-09, 1.676381e-07 : 000, -1 :  84
6878 :  -0.891888,   0.176273, -178.154082 |   1.477314,  -0.242819,    0.000000 | 2.051345e+00, 5.756469e-01, 1.658903e+01 : 110,  1 :  56
6879 :  -0.694922,   0.407252,  77.474029 |  -0.902876,  -0.971681,    0.000000 | 5.546214e-02, 1.132923e+00, 5.908978e+00 : 100,  1 :  56
6880 :   0.051717,   0.043602, -88.888825 |   0.073440,  -0.083757,    0.000000 | 3.163732e-09, 1.755913e-09, 2.514571e-07 : 000, -1 :  84
6881 :  -0.130777,  -0.642208, -122.196543 |  -0.780188,   0.745737,    0.000000 | 1.376193e-09, 3.338419e-09, -0.000000e+00 : 000, -1 :  84
6882 :  -0.857778,   0.123747, -161.072829 |   1.402280,   0.265421,    0.000000 | 2.114557e+00, 1.850175e-01, 1.354402e+01 : 100,  2 :  57
6883 :  -0.338159,  -0.298248,  49.735607 |   0.014865,  -0.742362,    0.000000 | 2.508810e-09, 2.785304e-09, -0.000000e+00 : 000, -1 :  84
6884 :   0.365020,  -0.450319, 169.063624 |  -0.449494,   0.842139,    0.000000 | 4.584187e-10, 3.745574e-09, 1.676381e-07 : 000, -1 :  84
6885 :   0.498091,   0.649443,  68.646899 |  -0.697402,   1.153344,    0.000000 | 9.722827e-01, 2.081485e+00, 2.918152e+00 : 010,  1 :  56
6886 :   0.936650,  -0.565242, -124.711555 |  -1.643493,  -0.737879,    0.000000 | 2.327306e+00, 6.155253e-01, 1.627661e+01 : 100,  1 :  56
6887 :   0.089330,  -0.103258,  10.596680 |   0.175865,  -0.140090,    0.000000 | 8.100731e-11, 3.505685e-10, 8.381903e-08 : 000, -1 :  84
6888 :   0.112828,   0.903269, -24.449754 |   0.784795,   1.277176,    0.000000 | 1.639179e-01, 9.786867e-01, 6.014805e+00 : 100,  1 :  56
6889 :   0.207849,  -0.106615,  39.458754 |   0.375844,   0.081971,    0.000000 | 1.831435e-09, 1.165830e-09, 1.676381e-07 : 000, -1 :  84
6890 :   0.968011,  -0.473765, -83.657916 |  -0.599313,  -1.670508,    0.000000 | 1.372671e+00, 1.981609e+00, 1.209286e+01 : 010,  1 :  56
6891 :  -0.955301,   0.279576,   5.580261 |  -1.610466,   0.305240,    0.000000 | 2.037726e+00, 6.364739e-01, 1.285469e+01 : 110,  1 :  56
6892 :  -0.783941,  -0.011135, 158.249686 |   1.205851,  -0.461351,    0.000000 | 2.118189e+00, 2.907135e-01, 1.072088e+01 : 100,  2 :  57
6893 :  -0.981349,  -0.794998,  47.926639 |  -0.111102,  -2.076823,    0.000000 | 1.870758e-01, 2.207300e+00, 2.363841e+01 : 010,  1 :  56
6894 :   0.225579,   0.532874, -166.511663 |  -0.156551,  -0.939958,    0.000000 | 1.442055e-09, 7.223834e-10, 8.381903e-08 : 000, -1 :  84
6895 :   0.683034,   0.422116, -159.931324 |  -0.817968,  -1.038886,    0.000000 | 1.004476e+00, 6.419487e-02, 1.633728e+00 : 010,  1 :  56
6896 :  -0.329394,  -0.925676,  85.101975 |   1.472486,  -0.670607,    0.000000 | 1.248669e+00, 2.863226e-01, 1.353692e+01 : 010,  1 :  56
6897 :  -0.968543,  -0.323616,  29.079119 |  -1.134906,  -1.240920,    0.000000 | 8.438991e-01, 2.712245e-01, 1.064417e+01 : 010,  1 :  56
6898 :   0.122541,  -0.229363,  22.926603 |   0.332991,  -0.269259,    0.000000 | 2.280138e-09, 9.070962e-10, 1.676381e-07 : 000, -1 :  84
6899 :  -0.701612,   0.375189, -17.070589 |  -0.923116,   0.929790,    0.000000 | 1.058293e+00, 1.620028e-02, 1.364360e+00 : 010,  1 :  56
6900 :  -0.292387,  -0.925838, -129.086989 |  -0.879824,   1.335010,    0.000000 | 6.372607e-01, 4.335095e-01, 2.065204e+01 : 010,  1 :  56
6901 :  -0.838941,  -0.820813, -136.186132 |   0.061111,   1.931825,    0.000000 | 2.131065e-01, 2.281135e+00, 2.537892e+01 : 010,  1 :  56
6902 :  -0.899393,  -0.161074, 141.458454 |   1.323712,  -0.715370,    0.000000 | 1.894086e+00, 1.507284e+00, 2.010660e+01 : 110,  1 :  56
6903 :  -0.049626,   0.400156,  59.476147 |  -0.609146,   0.264288,    0.000000 | 4.510134e-10, 8.062476e-10, -0.000000e+00 : 000, -1 :  84
6904 :  -0.024762,  -0.282844,  42.513039 |   0.284695,  -0.370890,    0.000000 | 2.216002e-09, 1.535972e-09, -0.000000e+00 : 000, -1 :  84
6905 :   0.945291,   0.282720, -150.426174 |  -1.124085,  -1.173203,    0.000000 | 8.475087e-01, 2.764770e-01, 1.113888e+01 : 010,  1 :  56
6906 :   0.959241,  -0.232322, -50.091804 |   0.719966,  -1.457146,    0.000000 | 1.588829e+00, 1.902124e+00, 2.147325e+01 : 110,  1 :  56
6907 :   0.932543,  -0.231163, -43.108533 |   0.860992,  -1.327366,    0.000000 | 5.777591e-01, 5.143492e-01, 2.467358e+01 : 010,  1 :  56
6908 :   0.523155,  -0.225505, 108.095032 |   0.085406,   0.934243,    0.000000 | 2.680905e-09, 3.122774e-10, 8.381903e-08 : 000, -1 :  84
6909 :  -0.163350,  -0.431477,  51.296867 |   0.386302,  -0.654215,    0.000000 | 7.035333e-09, 1.131786e-10, -0.000000e+00 : 000, -1 :  84
6910 :  -0.559265,   0.115629,  64.785462 |  -0.564614,  -0.752106,    0.000000 | 6.506999e-09, 5.471549e-09, 1.676381e-07 : 000, -1 :  84
6911 :  -0.761186,  -0.336951, -164.765094 |   1.063629,   0.864766,    0.000000 | 1.090326e+00, 2.125359e-02, 3.200043e+00 : 010,  1 :  56
6912 :   0.871028,  -0.995273, -93.642301 |  -1.726788,  -1.327357,    0.000000 | 1.798364e+00, 1.518452e+00, 1.479265e+01 : 100,  1 :  56
6913 :  -0.117402,  -0.877325,   0.763915 |  -0.174055,  -1.447194,    0.000000 | 5.929412e-01, 2.006865e+00, 3.634791e+00 : 010,  2 :  57
6914 :  -0.897589,   0.426006, -31.185233 |  -0.901266,   1.365535,    0.000000 | 7.678858e-01, 2.277731e+00, 1.275028e+01 : 010,  1 :  56
6915 :  -0.315790,   0.705000, -72.837712 |   0.955821,   0.839451,    0.000000 | 1.056216e+00, 1.326684e-02, 1.272661e+00 : 010,  1 :  56
6916 :   0.942232,   0.971750, -38.921368 |   2.212537,   0.270184,    0.000000 | 2.313315e+00, 2.836749e-01, 2.048642e+01 : 100,  1 :  56
6917 :  -0.799222,   0.487088, 122.470644 |   0.029866,  -1.541004,    0.000000 | 6.391126e-01, 2.098626e+00, 1.403569e+01 : 010,  1 :  56
6918 :   0.007166,   0.945887, -99.042210 |   1.536437,  -0.256458,    0.000000 | 2.000267e+00, 3.734232e-01, 4.643505e+00 : 100,  2 :  57
6919 :  -0.163877,  -0.850206, -160.519092 |  -0.212501,   1.409933,    0.000000 | 1.033214e+00, 2.052685e+00, 1.045959e+00 : 110,  1 :  56
6920 :   0.144050,  -0.607896, -143.258925 |  -0.788926,   0.660293,    0.000000 | 3.304620e-09, 6.715639e-09, -0.000000e+00 : 000, -1 :  84
6921 :  -0.844592,   0.851038,  54.147476 |  -1.950534,  -0.306481,    0.000000 | 2.251682e+00, 4.651114e-01, 1.741757e+01 : 100,  1 :  56
6922 :  -0.736365,   0.015479, -163.447636 |   1.169627,   0.321031,    0.000000 | 1.971099e+00, 2.458620e-01, 1.215366e+01 : 100,  2 :  57
6923 :   0.412389,  -0.728703, -140.334330 |  -1.288731,   0.490260,    0.000000 | 3.057959e-01, 6.034002e-01, 2.123072e+01 : 100,  1 :  56
6924 :  -0.624387,   0.167807,  40.841744 |  -0.958582,  -0.463370,    0.000000 | 1.953218e+00, 6.477655e-01, 8.370552e+00 : 100,  2 :  57
6925 :  -0.358905,   0.764172, 100.052910 |  -1.135919,  -0.801621,    0.000000 | 1.169113e+00, 1.188224e-01, 8.382039e+00 : 010,  1 :  56
6926 :  -0.052787,   0.033577, -161.806081 |   0.099846,  -0.025387,    0.000000 | 8.995792e-10, 1.074992e-09, 8.381903e-08 : 000, -1 :  84
6927 :   0.302408,   0.972609, -159.538948 |   0.093317,  -1.674689,    0.000000 | 1.060623e+00, 2.064572e+00, 2.026103e+00 : 110,  1 :  56
6928 :   0.244810,   0.760989, 128.502096 |  -1.231684,  -0.464656,    0.000000 | 1.967795e+00, 1.451377e+00, 2.006715e+01 : 110,  1 :  56
6929 :   0.380318,   0.152261,  85.165575 |  -0.197063,   0.645195,    0.000000 | 3.706748e-10, 1.928225e-09, 8.381903e-08 : 000, -1 :  84
6930 :  -0.566818,   0.405438, -152.016145 |   1.137560,  -0.151617,    0.000000 | 2.003426e+00, 4.098939e-01, 4.487338e+00 : 100,  2 :  57
6931 :   0.867555,  -0.847604, 145.694199 |  -0.393442,   1.958193,    0.000000 | 5.159106e-01, 2.253009e+00, 1.587085e+01 : 010,  1 :  56
6932 :  -0.724550,   0.066573,  15.010180 |  -1.180842,  -0.203129,    0.000000 | 1.995127e+00, 2.792596e-01, 1.061147e+01 : 100,  2 :  57
6933 :  -0.359164,   0.916928, -131.600541 |   1.521824,  -0.560227,    0.000000 | 1.966850e+00, 3.594918e-01, 2.316559e+01 : 100,  1 :  56
6934 :   0.673202,  -0.620672, 141.770492 |  -0.238362,   1.488915,    0.000000 | 5.388949e-01, 2.221306e+00, 1.979456e+01 : 010,  1 :  56
6935 :  -0.322853,   0.858335,  50.423669 |  -1.428195,   0.490738,    0.000000 | 1.979267e+00, 4.541495e-01, 2.114138e+01 : 100,  1 :  56
6936 :   0.385896,  -0.560749, -68.083335 |  -0.619484,  -0.934224,    0.000000 | 3.084558e-01, 3.286701e-02, 3.429511e+00 : 010,  3 :  58
6937 :  -0.720730,  -0.099385, -77.032215 |  -0.425826,   1.119873,    0.000000 | 3.257654e-01, 1.961110e+00, 8.569079e+00 : 010,  2 :  57
6938 :  -0.553589,   0.177994, -23.993350 |  -0.713667,   0.638482,    0.000000 | 2.138248e-09, 5.021771e-09, 8.381903e-08 : 000, -1 :  84
6939 :  -0.663803,  -0.241087,  58.549561 |  -0.231661,  -1.139682,    0.000000 | 4.823284e-01, 2.016001e+00, 1.020754e+00 : 010,  2 :  57
6940 :   0.420435,  -0.968988, 172.310857 |  -0.472630,   1.673979,    0.000000 | 1.326471e+00, 2.010280e+00, 1.074581e+01 : 010,  1 :  56
6941 :   0.517099,  -0.501966, -57.979946 |  -0.249359,  -1.160273,    0.000000 | 7.549595e-01, 2.133642e+00, 1.358511e+01 : 010,  1 :  56
6942 :   0.116382,   0.331304, 147.850181 |  -0.452586,  -0.359934,    0.000000 | 3.103422e-09, 2.277827e-09, 1.676381e-07 : 000, -1 :  84
6943 :   0.561221,   0.964842, 111.009070 |  -1.814580,   0.293127,    0.000000 | 2.086707e+00, 9.337163e-01, 2.574121e+00 : 100,  1 :  56
6944 :   0.014639,  -0.904541,  40.900924 |   0.993517,  -1.110091,    0.000000 | 6.819144e-01, 1.879156e+00, 8.429732e+00 : 010,  2 :  57
6945 :   0.355336,   0.695348, 177.677850 |  -0.631069,  -1.120422,    0.000000 | 2.496093e-01, 1.255068e+00, 1.611280e+01 : 100,  1 :  56
6946 :  -0.074815,   0.616310, -20.869112 |   0.246428,   0.992221,    0.000000 | 3.320862e-09, 2.094654e-09, -0.000000e+00 : 000, -1 :  84
6947 :   0.160343,   0.731324, -32.316567 |   0.866971,   0.876618,    0.000000 | 5.065905e-01, 1.134688e-02, 1.546253e-01 : 010,  2 :  57
6948 :  -0.424048,  -0.584821, 174.524774 |   0.787010,   0.892037,    0.000000 | 1.414724e-01, 1.226830e+00, 1.295972e+01 : 100,  1 :  56
6949 :   0.034123,   0.818346,  51.593713 |  -1.021120,   0.881220,    0.000000 | 1.925752e+00, 6.182487e-01, 5.935095e+00 : 100,  2 :  57
6950 :  -0.644174,  -0.489016,  24.810200 |  -0.624980,  -1.176092,    0.000000 | 9.032267e-01, 2.120481e+00, 6.375251e+00 : 010,  1 :  56
6951 :   0.073942,  -0.927562,  36.140410 |   0.999185,  -1.161735,    0.000000 | 4.244915e-01, 8.073624e-01, 1.770546e+01 : 100,  1 :  56
6952 :  -0.339233,  -0.491591,  48.714222 |   0.239710,  -0.953916,    0.000000 | 9.116999e-09, 4.864777e-10, 8.381903e-08 : 000, -1 :  84
6953 :   0.443495,  -0.229161,   5.159047 |   0.761306,  -0.310173,    0.000000 | 4.987369e-10, 1.156525e-09, 8.381903e-08 : 000, -1 :  84
6954 :  -0.405731,   0.567877, 116.557767 |  -0.537757,  -1.015750,    0.000000 | 2.300944e-01, 2.014205e+00, 1.211591e+00 : 010,  3 :  58
6955 :  -0.867903,   0.818871, 110.338045 |  -0.767678,  -1.808805,    0.000000 | 9.733224e-01, 2.097515e+00, 1.903096e+00 : 010,  1 :  56
6956 :   0.529236,  -0.228754,  35.940339 |   0.926714,   0.206546,    0.000000 | 1.704825e-11, 2.022074e-09, 8.381903e-08 : 000, -1 :  84
6957 :   0.891573,   0.044554, -132.515411 |  -0.938117,  -1.131791,    0.000000 | 7.192522e-01, 1.866894e+00, 1.004422e+01 : 010,  2 :  57
6958 :  -0.377657,  -0.386056, -97.929802 |  -0.543865,   0.703670,    0.000000 | 3.260188e-09, 6.426749e-10, -0.000000e+00 : 000, -1 :  84
6959 :   0.685085,   0.150274, -127.585896 |  -0.492027,  -1.044950,    0.000000 | 5.992040e-01, 1.971467e+00, 5.114704e+00 : 010,  2 :  57
6960 :  -0.840939,  -0.788341,  11.162261 |  -1.107309,  -1.541736,    0.000000 | 1.240072e+00, 1.938755e+00, 7.272688e+00 : 010,  1 :  56
6961 :  -0.863581,  -0.718247, -110.719777 |  -0.603141,   1.748597,    0.000000 | 9.575611e-01, 2.094102e+00, 2.284829e+00 : 010,  1 :  56
6962 :   0.972740,   0.182799, -49.242638 |   1.273814,  -1.016859,    0.000000 | 5.132452e-01, 6.491483e-01, 2.232241e+01 : 100,  1 :  56
6963 :   0.763167,  -0.866534, -119.313276 |  -1.859545,  -0.397208,    0.000000 | 2.178160e+00, 6.857254e-01, 1.087833e+01 : 100,  1 :  56
6964 :  -0.500471,   0.931540,  90.306491 |  -1.529592,  -0.832350,    0.000000 | 1.382518e+00, 1.615873e+00, 1.812846e+01 : 010,  1 :  56
6965 :   0.087821,  -0.328159,  60.757599 |   0.542179,  -0.137799,    0.000000 | 8.925712e-10, 3.360406e-09, 1.676381e-07 : 000, -1 :  84
6966 :  -0.322618,  -0.914364, -33.579609 |  -1.275430,  -0.960612,    0.000000 | 3.343217e-01, 7.503757e-01, 1.514466e+01 : 100,  1 :  56
6967 :   0.921923,   0.297751, -123.009360 |  -0.415895,  -1.540240,    0.000000 | 1.401559e+00, 2.008480e+00, 1.457441e+01 : 110,  1 :  56
6968 :  -0.752986,   0.013059,  -2.699654 |  -1.237598,   0.079886,    0.000000 | 2.015628e+00, 5.354590e-01, 1.699051e+00 : 100,  2 :  57
6969 :   0.085248,  -0.036797,  81.681278 |   0.080269,   0.130139,    0.000000 | 7.507955e-10, 5.336767e-11, -0.000000e+00 : 000, -1 :  84
6970 :   0.440394,  -0.472925, -82.452896 |  -0.676796,  -0.821228,    0.000000 | 2.210453e-09, 5.058082e-10, -0.000000e+00 : 000, -1 :  84
6971 :  -0.570606,   0.778597, 156.474707 |   0.349772,  -1.550659,    0.000000 | 8.831606e-01, 2.097461e+00, 5.090344e+00 : 010,  1 :  56
6972 :  -0.076764,  -0.034433, -54.714388 |  -0.119308,   0.070433,    0.000000 | 2.353020e-10, 1.099216e-09, 3.352761e-07 : 000, -1 :  84
6973 :  -0.841776,  -0.628465, 101.693735 |   1.294407,  -1.147672,    0.000000 | 1.930822e+00, 1.199241e+00, 6.741214e+00 : 100,  1 :  56
6974 :  -0.433064,   0.672176,  85.849732 |  -1.155622,  -0.631173,    0.000000 | 1.930827e+00, 1.317664e+00, 1.428468e+01 : 100,  1 :  56
6975 :  -0.048747,  -0.939079, 132.984990 |   1.186001,   0.995648,    0.000000 | 1.852114e+00, 7.409814e-01, 1.051380e+01 : 100,  2 :  57
6976 :   0.537483,  -0.610717,  67.636372 |   1.266831,   0.435881,    0.000000 | 2.082014e+00, 9.350150e-01, 3.928680e+00 : 100,  1 :  56
6977 :  -0.824622,   0.165900,  99.038434 |  -0.056475,  -1.384012,    0.000000 | 3.899649e-01, 2.023264e+00, 4.639728e+00 : 010,  2 :  57
6978 :   0.679148,   0.070878, -96.330433 |  -0.007309,  -1.124445,    0.000000 | 4.624075e-01, 2.011969e+00, 1.931727e+00 : 010,  2 :  57
6979 :   0.390289,   0.853236,  23.159375 |   0.038317,   1.544619,    0.000000 | 8.795014e-01, 2.069620e+00, 4.724427e+00 : 010,  1 :  56
6980 :   0.614082,   0.012048,  24.406839 |   0.912677,   0.435927,    0.000000 | 2.962952e-09, 5.261014e-09, -0.000000e+00 : 000, -1 :  84
6981 :  -0.711590,  -0.786228,  -4.193795 |  -1.263364,  -1.205568,    0.000000 | 1.802865e+00, 1.382020e+00, 1.424115e+01 : 100,  1 :  56
6982 :   0.750451,   0.846114,  40.874059 |   0.022655,   1.862293,    0.000000 | 3.200360e-01, 2.217896e+00, 2.243911e+01 : 010,  1 :  56
6983 :   0.036429,   0.123902, -37.642662 |   0.172115,   0.124926,    0.000000 | 9.445188e-10, 5.654142e-11, -0.000000e+00 : 000, -1 :  84
6984 :  -0.133652,   0.755358, -40.166128 |   0.634128,   1.092517,    0.000000 | 6.569621e-01, 1.936954e+00, 7.694935e+00 : 010,  2 :  57
6985 :  -0.422762,   0.266313,  -2.169564 |  -0.679086,   0.464596,    0.000000 | 6.299141e-10, 1.768941e-09, -0.000000e+00 : 000, -1 :  84
6986 :  -0.510546,  -0.948164, -128.129204 |  -0.709119,   1.625414,    0.000000 | 5.421469e-01, 2.385513e+00, 1.969426e+01 : 010,  1 :  56
6987 :   0.683561,   0.830746, 135.551371 |  -1.761581,  -0.188348,    0.000000 | 2.320867e+00, 2.840099e-01, 2.601368e+01 : 100,  1 :  56
6988 :  -0.701733,  -0.014049, -63.480921 |  -0.536665,   1.023672,    0.000000 | 4.033317e-01, 7.108202e-02, 5.952114e+00 : 010,  2 :  57
6989 :  -0.697443,   0.265142, -162.644432 |   1.226478,  -0.074142,    0.000000 | 2.059990e+00, 2.304663e-01, 1.295686e+01 : 100,  2 :  57
6990 :   0.604731,   0.107227,   3.364156 |   0.983768,   0.234711,    0.000000 | 8.702726e-03, 1.685042e-01, 2.514132e+00 : 100,  4 :  59
6991 :   0.869397,   0.375278,  16.303777 |   1.200627,   0.995060,    0.000000 | 1.084170e+00, 2.556188e-03, 2.131172e+00 : 010,  1 :  56
6992 :   0.015168,  -0.390804, -78.084457 |  -0.624536,  -0.157315,    0.000000 | 6.604313e-10, 1.449495e-09, -0.000000e+00 : 000, -1 :  84
6993 :  -0.327926,   0.451824, -173.396186 |   0.622000,  -0.677006,    0.000000 | 2.222597e-09, 7.483626e-10, 8.381903e-08 : 000, -1 :  84
6994 :   0.981696,   0.713317,  13.478445 |   1.298302,   1.519110,    0.000000 | 1.182417e+00, 1.958286e+00, 4.956504e+00 : 010,  1 :  56
6995 :  -0.105354,  -0.687216, 116.954906 |   1.087381,   0.358334,    0.000000 | 2.050274e+00, 4.018808e-01, 5.516287e+00 : 100,  2 :  57
6996 :  -0.475377,   0.160519, 152.744333 |   0.574860,  -0.593495,    0.000000 | 1.883569e-09, 1.924528e-10, 8.381903e-08 : 000, -1 :  84
6997 :   0.526670,   0.561357,  60.365696 |  -0.374658,   1.210947,    0.000000 | 7.959580e-01, 2.140263e+00, 1.119936e+01 : 010,  1 :  56
6998 :  -0.697155,   0.158291, -177.126045 |   1.159674,  -0.202778,    0.000000 | 2.007010e+00, 5.326991e-01, 1.524750e+00 : 100,  2 :  57
6999 :  -0.222280,  -0.650492, -156.853177 |  -0.084503,   1.128860,    0.000000 | 3.209571e-01, 2.039939e+00, 9.324370e+00 : 010,  2 :  57
7000 :   0.808837,  -0.448870, 172.965831 |  -1.231414,   0.896732,    0.000000 | 1.242594e+00, 1.819008e+00, 1.140078e+01 : 010,  1 :  56
7001 :  -0.147275,  -0.119116, 135.738611 |   0.310592,  -0.028787,    0.000000 | 6.049642e-10, 2.963908e-09, 8.381903e-08 : 000, -1 :  84
7002 :  -0.857397,   0.417704,  68.479744 |  -1.157844,  -1.061172,    0.000000 | 2.102589e+00, 9.839283e-01, 3.085307e+00 : 100,  1 :  56
7003 :   0.801245,  -0.841790,  75.808441 |   1.667405,   0.939337,    0.000000 | 2.004098e+00, 1.158364e+00, 4.243390e+00 : 100,  1 :  56
7004 :   0.949770,  -0.375699, 150.930516 |  -1.066421,   1.300672,    0.000000 | 8.296162e-01, 2.262239e+00, 1.063454e+01 : 010,  1 :  56
7005 :   0.526871,   0.454897, -132.860836 |  -0.041079,  -1.145538,    0.000000 | 7.055499e-01, 2.023054e+00, 1.038964e+01 : 010,  2 :  57
7006 :  -0.931967,  -0.044129,   0.468614 |  -1.534081,  -0.085220,    0.000000 | 2.025150e+00, 6.029859e-01, 3.930091e+00 : 100,  2 :  57
7007 :  -0.193386,  -0.956672, -66.273895 |  -1.570391,  -0.342346,    0.000000 | 2.038691e+00, 1.154089e+00, 5.291156e+00 : 110,  1 :  56
7008 :  -0.411759,   0.178436,  71.334473 |  -0.495398,  -0.548363,    0.000000 | 3.578409e-09, 3.815156e-09, 8.381903e-08 : 000, -1 :  84
7009 :   0.199413,  -0.781831, -55.286149 |  -0.871316,  -1.003131,    0.000000 | 2.921603e-02, 5.448365e-01, 2.242658e+00 : 100,  2 :  57
7010 :  -0.223347,  -0.365318, -26.900307 |  -0.600185,  -0.370089,    0.000000 | 4.859370e-10, 8.428011e-10, 8.381903e-08 : 000, -1 :  84
7011 :  -0.107154,   0.986994, 119.825427 |  -1.322295,  -0.961463,    0.000000 | 8.953811e-01, 3.072351e-01, 1.139048e+01 : 010,  1 :  56
7012 :   0.998272,  -0.386812, -132.395248 |  -1.578817,  -0.784567,    0.000000 | 2.499463e+00, 4.805648e-01, 2.396030e+01 : 100,  1 :  56
7013 :  -0.277326,  -0.662327, -45.726927 |  -1.099765,  -0.434391,    0.000000 | 1.946405e+00, 7.361782e-01, 1.180188e+01 : 100,  2 :  57
7014 :  -0.197387,   0.636091,  30.052611 |  -0.805930,   0.743888,    0.000000 | 6.175450e-10, 3.101020e-09, -0.000000e+00 : 000, -1 :  84
7015 :  -0.324022,   0.107165, -35.711042 |  -0.330248,   0.454746,    0.000000 | 4.114402e-10, 5.451845e-10, 8.381903e-08 : 000, -1 :  84
7016 :  -0.942089,   0.854874, -129.660681 |   2.073918,   0.295826,    0.000000 | 2.320562e+00, 3.101294e-01, 2.122573e+01 : 100,  1 :  56
7017 :  -0.969486,   0.544738,  86.873606 |  -0.982790,  -1.545211,    0.000000 | 1.680939e+00, 1.363351e+00, 1.530855e+01 : 100,  1 :  56
7018 :   0.822479,  -0.195483,  34.879343 |   1.295201,   0.510445,    0.000000 | 1.963740e+00, 1.392429e+00, 1.644439e+01 : 110,  1 :  56
7019 :  -0.234735,  -0.940883,  27.634760 |   0.376212,  -1.551952,    0.000000 | 1.257873e+00, 2.023260e+00, 9.199811e+00 : 110,  1 :  56
7020 :  -0.102206,   0.717439, 137.426643 |  -0.675346,  -0.983900,    0.000000 | 6.881202e-01, 1.907991e+00, 1.010216e+01 : 010,  2 :  57
7021 :   0.875266,  -0.261319, 176.174569 |  -1.409432,   0.525533,    0.000000 | 1.227192e+00, 3.040783e-01, 1.460952e+01 : 010,  1 :  56
7022 :  -0.908116,  -0.684572, -132.802085 |   0.188985,   1.863201,    0.000000 | 2.382147e-01, 2.158741e+00, 2.436714e+01 : 010,  1 :  56
7023 :  -0.387577,   0.411537,  76.881024 |  -0.804880,  -0.467768,    0.000000 | 2.251836e-09, 3.029724e-09, 8.381903e-08 : 000, -1 :  84
7024 :   0.508685,   0.355212,  21.469884 |   0.565457,   0.850961,    0.000000 | 2.656735e-09, 1.798519e-09, -0.000000e+00 : 000, -1 :  84
7025 :   0.328348,   0.643187,  51.691946 |  -0.495943,   1.080861,    0.000000 | 2.243518e-01, 1.991959e+00, 1.288155e+00 : 010,  3 :  58
